Year,Zip_Code,county,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2017,91320,Ventura,All Ages,73,17.5
2017,91321,Los Angeles,All Ages,119,31.6
2017,91324,Los Angeles,All Ages,155,58.3
2017,91325,Los Angeles,All Ages,160,48.8
2017,91326,Los Angeles,All Ages,73,21.5
2017,91331,Los Angeles,All Ages,664,60.1
2017,91335,Los Angeles,All Ages,466,61.8
2017,91340,Los Angeles,All Ages,254,67.2
2017,91342,Los Angeles,All Ages,463,47.9
2017,91343,Los Angeles,All Ages,398,63.2
2017,91344,Los Angeles,All Ages,198,40.3
2017,91345,Los Angeles,All Ages,100,53.5
2017,91350,Los Angeles,All Ages,97,25.8
2017,91351,Los Angeles,All Ages,148,46.4
2017,91352,Los Angeles,All Ages,286,57.6
2017,91354,Los Angeles,All Ages,67,23.1
2017,91355,Los Angeles,All Ages,79,23.2
2017,91356,Los Angeles,All Ages,128,46.3
2017,91360,Ventura,All Ages,71,17.7
2017,91361,Ventura,All Ages,33,14.5
2017,91362,Ventura,All Ages,57,16.2
2017,91364,Los Angeles,All Ages,60,23.9
2017,91367,Los Angeles,All Ages,101,25.7
2017,91377,Ventura,All Ages,15,11
2017,91381,Los Angeles,All Ages,32,17
2017,91384,Los Angeles,All Ages,73,25.9
2017,91387,Los Angeles,All Ages,182,41.8
2017,91390,Los Angeles,All Ages,35,16.9
2017,91401,Los Angeles,All Ages,208,49.5
2017,91402,Los Angeles,All Ages,532,70.6
2017,91403,Los Angeles,All Ages,59,23.9
2017,91405,Los Angeles,All Ages,477,93
2017,91406,Los Angeles,All Ages,294,54.6
2017,91411,Los Angeles,All Ages,117,45
2017,91423,Los Angeles,All Ages,72,26.2
2017,91436,Los Angeles,All Ages,27,23.6
2017,91501,Los Angeles,All Ages,60,30.6
2017,91502,Los Angeles,All Ages,28,28.5
2017,91504,Los Angeles,All Ages,79,34.3
2017,91505,Los Angeles,All Ages,72,23.9
2017,91506,Los Angeles,All Ages,57,31.6
2017,91601,Los Angeles,All Ages,192,54.7
2017,91602,Los Angeles,All Ages,47,28.2
2017,91604,Los Angeles,All Ages,56,20
2017,91605,Los Angeles,All Ages,327,57.6
2017,91606,Los Angeles,All Ages,229,51.4
2017,91607,Los Angeles,All Ages,70,24
2017,91701,San Bernardino,All Ages,94,25
2017,91702,Los Angeles,All Ages,397,63.5
2017,91706,Los Angeles,All Ages,445,56.9
2017,91708,San Bernardino,All Ages,33,54.8
2017,91709,San Bernardino,All Ages,162,21.2
2017,91710,San Bernardino,All Ages,274,33
2017,91711,Los Angeles,All Ages,99,33.5
2017,91722,Los Angeles,All Ages,195,53.4
2017,91723,Los Angeles,All Ages,122,64
2017,91724,Los Angeles,All Ages,93,36.1
2017,91730,San Bernardino,All Ages,240,35.3
2017,91731,Los Angeles,All Ages,160,54
2017,91732,Los Angeles,All Ages,362,56
2017,91733,Los Angeles,All Ages,252,51.8
2017,91737,San Bernardino,All Ages,56,26.1
2017,91739,San Bernardino,All Ages,71,18
2017,91740,Los Angeles,All Ages,122,50.8
2017,91741,Los Angeles,All Ages,85,36.7
2017,91744,Los Angeles,All Ages,504,58.5
2017,91745,Los Angeles,All Ages,169,34.5
2017,91746,Los Angeles,All Ages,114,34.9
2017,91748,Los Angeles,All Ages,79,17.9
2017,91750,Los Angeles,All Ages,82,24.9
2017,91752,Riverside,All Ages,112,31.1
2017,91754,Los Angeles,All Ages,95,31.6
2017,91755,Los Angeles,All Ages,46,20
2017,91761,San Bernardino,All Ages,261,45.8
2017,91762,San Bernardino,All Ages,314,50.9
2017,91763,San Bernardino,All Ages,202,51.3
2017,91764,San Bernardino,All Ages,341,57
2017,91765,Los Angeles,All Ages,101,24.7
2017,91766,Los Angeles,All Ages,464,58.5
2017,91767,Los Angeles,All Ages,321,61.6
2017,91768,Los Angeles,All Ages,242,74.2
2017,91770,Los Angeles,All Ages,211,34.8
2017,91773,Los Angeles,All Ages,123,40.8
2017,91775,Los Angeles,All Ages,41,17.9
2017,91776,Los Angeles,All Ages,124,36.3
2017,91780,Los Angeles,All Ages,85,26.2
2017,91784,San Bernardino,All Ages,48,20.6
2017,91786,San Bernardino,All Ages,269,51.4
2017,91789,Los Angeles,All Ages,91,25.1
2017,91790,Los Angeles,All Ages,240,50.9
2017,91791,Los Angeles,All Ages,125,37.9
2017,91792,Los Angeles,All Ages,113,37.4
2017,91801,Los Angeles,All Ages,138,27.9
2017,91803,Los Angeles,All Ages,90,33.1
2017,91901,San Diego,All Ages,32,19.5
2017,91902,San Diego,All Ages,59,39.2
2017,91906,San Diego,All Ages,16,40.5
2017,91910,San Diego,All Ages,357,46.4
2017,91911,San Diego,All Ages,394,44.8
2017,91913,San Diego,All Ages,119,23.8
2017,91914,San Diego,All Ages,32,17.7
2017,91915,San Diego,All Ages,79,24.1
2017,91932,San Diego,All Ages,132,49.4
2017,91941,San Diego,All Ages,101,31.8
2017,91942,San Diego,All Ages,140,37.3
2017,91945,San Diego,All Ages,159,65.6
2017,91950,San Diego,All Ages,392,64.1
2017,91977,San Diego,All Ages,296,48.3
2017,91978,San Diego,All Ages,37,40.7
2017,92007,San Diego,All Ages,20,22.2
2017,92008,San Diego,All Ages,48,19
2017,92009,San Diego,All Ages,64,14.7
2017,92010,San Diego,All Ages,23,15.3
2017,92011,San Diego,All Ages,20,7.5
2017,92019,San Diego,All Ages,95,22.8
2017,92020,San Diego,All Ages,235,38.8
2017,92021,San Diego,All Ages,282,42
2017,92024,San Diego,All Ages,66,13.6
2017,92025,San Diego,All Ages,172,33
2017,92026,San Diego,All Ages,133,24.6
2017,92027,San Diego,All Ages,171,29.1
2017,92028,San Diego,All Ages,110,24.9
2017,92029,San Diego,All Ages,40,22.7
2017,92037,San Diego,All Ages,52,16.3
2017,92040,San Diego,All Ages,139,34.1
2017,92054,San Diego,All Ages,118,26.1
2017,92056,San Diego,All Ages,110,21
2017,92057,San Diego,All Ages,141,24.9
2017,92058,San Diego,All Ages,81,27.2
2017,92064,San Diego,All Ages,99,20.5
2017,92065,San Diego,All Ages,75,21.3
2017,92069,San Diego,All Ages,104,20.1
2017,92071,San Diego,All Ages,165,30
2017,92075,San Diego,All Ages,17,17
2017,92078,San Diego,All Ages,67,14
2017,92081,San Diego,All Ages,50,17
2017,92082,San Diego,All Ages,51,25.6
2017,92083,San Diego,All Ages,141,34
2017,92084,San Diego,All Ages,129,25.2
2017,92101,San Diego,All Ages,197,60.4
2017,92102,San Diego,All Ages,282,60.4
2017,92103,San Diego,All Ages,87,33.5
2017,92104,San Diego,All Ages,177,39.7
2017,92105,San Diego,All Ages,432,56.3
2017,92106,San Diego,All Ages,37,18.7
2017,92107,San Diego,All Ages,51,22.4
2017,92108,San Diego,All Ages,60,41.2
2017,92109,San Diego,All Ages,53,16.9
2017,92110,San Diego,All Ages,79,33.9
2017,92111,San Diego,All Ages,164,36
2017,92113,San Diego,All Ages,466,85.5
2017,92114,San Diego,All Ages,469,70.7
2017,92115,San Diego,All Ages,294,54.4
2017,92116,San Diego,All Ages,99,35.9
2017,92117,San Diego,All Ages,153,33.5
2017,92118,San Diego,All Ages,25,15.9
2017,92119,San Diego,All Ages,65,31
2017,92120,San Diego,All Ages,79,31.1
2017,92122,San Diego,All Ages,60,17.2
2017,92123,San Diego,All Ages,100,35.4
2017,92124,San Diego,All Ages,81,25.3
2017,92126,San Diego,All Ages,188,27.2
2017,92127,San Diego,All Ages,76,15.6
2017,92128,San Diego,All Ages,67,13.4
2017,92129,San Diego,All Ages,113,22.2
2017,92130,San Diego,All Ages,52,9.1
2017,92131,San Diego,All Ages,36,11.1
2017,92139,San Diego,All Ages,173,49.7
2017,92154,San Diego,All Ages,324,37.5
2017,92173,San Diego,All Ages,174,54.3
2017,92201,Riverside,All Ages,325,47.5
2017,92203,Riverside,All Ages,64,22.3
2017,92211,Riverside,All Ages,57,46.3
2017,92220,Riverside,All Ages,207,69
2017,92223,Riverside,All Ages,241,47.3
2017,92225,Riverside,All Ages,129,56.1
2017,92227,Imperial,All Ages,313,104.7
2017,92230,Riverside,All Ages,49,160.4
2017,92231,Imperial,All Ages,185,44.2
2017,92233,Imperial,All Ages,41,65.8
2017,92234,Riverside,All Ages,176,34.7
2017,92236,Riverside,All Ages,211,44.6
2017,92240,Riverside,All Ages,216,56.4
2017,92241,Riverside,All Ages,40,56.7
2017,92243,Imperial,All Ages,408,77.7
2017,92249,Imperial,All Ages,50,58.3
2017,92250,Imperial,All Ages,61,73.9
2017,92251,Imperial,All Ages,150,72.3
2017,92252,San Bernardino,All Ages,47,53.8
2017,92253,Riverside,All Ages,78,24.3
2017,92254,Riverside,All Ages,31,19.6
2017,92256,San Bernardino,All Ages,30,94.1
2017,92257,Imperial,All Ages,15,89.9
2017,92260,Riverside,All Ages,48,22.1
2017,92262,Riverside,All Ages,118,44.7
2017,92264,Riverside,All Ages,19,18.2
2017,92270,Riverside,All Ages,25,24.2
2017,92274,Riverside,All Ages,64,21.4
2017,92276,Riverside,All Ages,27,42.3
2017,92277,San Bernardino,All Ages,101,47.6
2017,92281,Imperial,All Ages,39,126.9
2017,92284,San Bernardino,All Ages,111,45.3
2017,92301,San Bernardino,All Ages,277,70.7
2017,92307,San Bernardino,All Ages,257,68.7
2017,92308,San Bernardino,All Ages,242,63.6
2017,92311,San Bernardino,All Ages,483,147.3
2017,92313,San Bernardino,All Ages,37,32.7
2017,92314,San Bernardino,All Ages,51,47.5
2017,92315,San Bernardino,All Ages,35,75.4
2017,92316,San Bernardino,All Ages,191,57
2017,92320,Riverside,All Ages,31,41.5
2017,92324,San Bernardino,All Ages,394,63.3
2017,92325,San Bernardino,All Ages,59,74.4
2017,92335,San Bernardino,All Ages,518,46.7
2017,92336,San Bernardino,All Ages,291,29.9
2017,92337,San Bernardino,All Ages,144,34.5
2017,92342,San Bernardino,All Ages,31,57
2017,92344,San Bernardino,All Ages,96,43.9
2017,92345,San Bernardino,All Ages,394,47.4
2017,92346,San Bernardino,All Ages,209,36.9
2017,92352,San Bernardino,All Ages,23,25.6
2017,92354,San Bernardino,All Ages,71,34.1
2017,92356,San Bernardino,All Ages,32,57.4
2017,92359,San Bernardino,All Ages,37,46.6
2017,92363,San Bernardino,All Ages,38,84.2
2017,92371,San Bernardino,All Ages,55,33.2
2017,92372,San Bernardino,All Ages,15,35.1
2017,92373,San Bernardino,All Ages,94,31.6
2017,92374,San Bernardino,All Ages,202,47.1
2017,92376,San Bernardino,All Ages,501,59.3
2017,92377,San Bernardino,All Ages,73,35.1
2017,92382,San Bernardino,All Ages,33,72.1
2017,92386,San Bernardino,All Ages,19,103.3
2017,92392,San Bernardino,All Ages,413,69.2
2017,92394,San Bernardino,All Ages,274,67.6
2017,92395,San Bernardino,All Ages,383,85.1
2017,92397,San Bernardino,All Ages,17,30.6
2017,92399,San Bernardino,All Ages,166,31.1
2017,92401,San Bernardino,All Ages,41,234
2017,92404,San Bernardino,All Ages,623,100
2017,92405,San Bernardino,All Ages,293,88.2
2017,92407,San Bernardino,All Ages,319,49.9
2017,92408,San Bernardino,All Ages,79,46.5
2017,92410,San Bernardino,All Ages,477,86.9
2017,92411,San Bernardino,All Ages,311,111.1
2017,92501,Riverside,All Ages,147,65.8
2017,92503,Riverside,All Ages,530,56.1
2017,92504,Riverside,All Ages,280,49.3
2017,92505,Riverside,All Ages,284,56.4
2017,92506,Riverside,All Ages,190,46.8
2017,92507,Riverside,All Ages,259,50.9
2017,92508,Riverside,All Ages,72,19.9
2017,92509,Riverside,All Ages,359,43.3
2017,92530,Riverside,All Ages,296,52.9
2017,92532,Riverside,All Ages,76,30
2017,92536,Riverside,All Ages,16,46.2
2017,92543,Riverside,All Ages,294,91.5
2017,92544,Riverside,All Ages,289,62.5
2017,92545,Riverside,All Ages,189,49.1
2017,92548,Riverside,All Ages,36,50.8
2017,92551,Riverside,All Ages,237,72.3
2017,92553,Riverside,All Ages,498,63.5
2017,92555,Riverside,All Ages,209,47.1
2017,92557,Riverside,All Ages,269,52.2
2017,92562,Riverside,All Ages,213,34.4
2017,92563,Riverside,All Ages,225,32.7
2017,92567,Riverside,All Ages,33,30.7
2017,92570,Riverside,All Ages,286,46.7
2017,92571,Riverside,All Ages,307,55.4
2017,92582,Riverside,All Ages,93,48.8
2017,92583,Riverside,All Ages,210,64.6
2017,92584,Riverside,All Ages,173,36.1
2017,92585,Riverside,All Ages,71,32
2017,92586,Riverside,All Ages,101,69.5
2017,92587,Riverside,All Ages,75,45.2
2017,92590,Riverside,All Ages,19,45.9
2017,92591,Riverside,All Ages,128,27.9
2017,92592,Riverside,All Ages,216,27.2
2017,92595,Riverside,All Ages,137,39.6
2017,92596,Riverside,All Ages,82,29.8
2017,92602,Orange,All Ages,32,12.1
2017,92603,Orange,All Ages,19,9.5
2017,92604,Orange,All Ages,57,23.4
2017,92606,Orange,All Ages,43,18.5
2017,92610,Orange,All Ages,16,15
2017,92612,Orange,All Ages,43,17.4
2017,92614,Orange,All Ages,40,18.3
2017,92617,Orange,All Ages,14,27.8
2017,92618,Orange,All Ages,72,23.6
2017,92620,Orange,All Ages,70,14.6
2017,92626,Orange,All Ages,136,27.4
2017,92627,Orange,All Ages,199,30.6
2017,92629,Orange,All Ages,48,20.9
2017,92630,Orange,All Ages,123,19.9
2017,92637,Orange,All Ages,35,19.8
2017,92646,Orange,All Ages,145,27.9
2017,92647,Orange,All Ages,205,35.6
2017,92648,Orange,All Ages,104,23.3
2017,92649,Orange,All Ages,69,22.5
2017,92651,Orange,All Ages,48,22.8
2017,92653,Orange,All Ages,70,25.5
2017,92655,Orange,All Ages,40,47.7
2017,92656,Orange,All Ages,100,19.7
2017,92657,Orange,All Ages,12,10.9
2017,92660,Orange,All Ages,48,14.3
2017,92663,Orange,All Ages,40,24.1
2017,92672,Orange,All Ages,66,19.1
2017,92673,Orange,All Ages,28,9
2017,92675,Orange,All Ages,55,14.8
2017,92677,Orange,All Ages,85,13.6
2017,92679,Orange,All Ages,45,15.8
2017,92683,Orange,All Ages,263,29.2
2017,92688,Orange,All Ages,63,13.3
2017,92691,Orange,All Ages,98,21.6
2017,92692,Orange,All Ages,71,15.9
2017,92694,Orange,All Ages,38,14.8
2017,92701,Orange,All Ages,271,47.9
2017,92703,Orange,All Ages,316,41.4
2017,92704,Orange,All Ages,363,38.4
2017,92705,Orange,All Ages,101,24.5
2017,92706,Orange,All Ages,150,35.4
2017,92707,Orange,All Ages,305,44
2017,92708,Orange,All Ages,121,23.2
2017,92780,Orange,All Ages,196,34.1
2017,92782,Orange,All Ages,59,20.8
2017,92801,Orange,All Ages,322,47
2017,92802,Orange,All Ages,199,41.7
2017,92804,Orange,All Ages,358,40.1
2017,92805,Orange,All Ages,396,50.2
2017,92806,Orange,All Ages,175,42.9
2017,92807,Orange,All Ages,104,31.1
2017,92808,Orange,All Ages,35,20.2
2017,92821,Orange,All Ages,97,25.7
2017,92831,Orange,All Ages,122,37
2017,92832,Orange,All Ages,89,33.1
2017,92833,Orange,All Ages,163,30.8
2017,92835,Orange,All Ages,77,35.7
2017,92840,Orange,All Ages,197,36
2017,92841,Orange,All Ages,94,28.4
2017,92843,Orange,All Ages,202,43
2017,92844,Orange,All Ages,71,30.6
2017,92845,Orange,All Ages,34,21.4
2017,92860,Riverside,All Ages,57,23.7
2017,92865,Orange,All Ages,69,36.1
2017,92866,Orange,All Ages,46,30.7
2017,92867,Orange,All Ages,116,26.4
2017,92868,Orange,All Ages,94,39.6
2017,92869,Orange,All Ages,111,30.3
2017,92870,Orange,All Ages,147,28.7
2017,92879,Riverside,All Ages,169,34.8
2017,92880,Riverside,All Ages,170,22.1
2017,92881,Riverside,All Ages,61,20.5
2017,92882,Riverside,All Ages,244,34.1
2017,92883,Riverside,All Ages,64,19.1
2017,92886,Orange,All Ages,79,17.5
2017,92887,Orange,All Ages,32,17.8
2017,93001,Ventura,All Ages,146,44.5
2017,93003,Ventura,All Ages,169,37
2017,93004,Ventura,All Ages,66,22.4
2017,93010,Ventura,All Ages,107,25.1
2017,93012,Ventura,All Ages,63,19.2
2017,93013,Santa Barbara,All Ages,29,18.9
2017,93015,Ventura,All Ages,52,28.5
2017,93021,Ventura,All Ages,107,28.5
2017,93022,Ventura,All Ages,26,66.2
2017,93023,Ventura,All Ages,90,46.4
2017,93030,Ventura,All Ages,348,57.1
2017,93033,Ventura,All Ages,324,36.2
2017,93035,Ventura,All Ages,80,28.2
2017,93036,Ventura,All Ages,162,33
2017,93040,Ventura,All Ages,22,109.5
2017,93041,Ventura,All Ages,115,48.5
2017,93060,Ventura,All Ages,126,35.3
2017,93063,Ventura,All Ages,253,46.2
2017,93065,Ventura,All Ages,272,38.8
2017,93101,Santa Barbara,All Ages,119,43.2
2017,93103,Santa Barbara,All Ages,67,34.7
2017,93105,Santa Barbara,All Ages,47,17.7
2017,93110,Santa Barbara,All Ages,33,22.3
2017,93111,Santa Barbara,All Ages,52,26.3
2017,93117,Santa Barbara,All Ages,122,26.8
2017,93202,Kings,All Ages,39,135.7
2017,93203,Kern,All Ages,83,32.3
2017,93204,Kings,All Ages,63,43.6
2017,93205,Kern,All Ages,17,136.5
2017,93210,Fresno,All Ages,97,56.9
2017,93212,Kings,All Ages,113,51.7
2017,93215,Kern,All Ages,240,42.8
2017,93219,Tulare,All Ages,60,54.1
2017,93221,Tulare,All Ages,54,36.3
2017,93223,Tulare,All Ages,62,49.3
2017,93225,Kern,All Ages,23,33.7
2017,93230,Kings,All Ages,587,82.2
2017,93234,Fresno,All Ages,21,22.1
2017,93235,Tulare,All Ages,21,40
2017,93239,Kings,All Ages,15,65.9
2017,93240,Kern,All Ages,32,62.8
2017,93241,Kern,All Ages,79,46.2
2017,93242,Fresno,All Ages,16,41.2
2017,93245,Kings,All Ages,239,57.3
2017,93247,Tulare,All Ages,84,42.1
2017,93250,Kern,All Ages,74,44.9
2017,93256,Tulare,All Ages,35,44.6
2017,93257,Tulare,All Ages,417,48.2
2017,93263,Kern,All Ages,80,33.5
2017,93265,Tulare,All Ages,17,36.3
2017,93267,Tulare,All Ages,23,32
2017,93268,Kern,All Ages,56,29.9
2017,93270,Tulare,All Ages,38,61.8
2017,93274,Tulare,All Ages,413,53.9
2017,93277,Tulare,All Ages,211,41.4
2017,93280,Kern,All Ages,105,35.4
2017,93285,Kern,All Ages,13,76.5
2017,93286,Tulare,All Ages,26,25.2
2017,93291,Tulare,All Ages,205,31.8
2017,93292,Tulare,All Ages,115,28.8
2017,93301,Kern,All Ages,227,183.7
2017,93304,Kern,All Ages,459,85.2
2017,93305,Kern,All Ages,373,87.3
2017,93306,Kern,All Ages,398,54.6
2017,93307,Kern,All Ages,598,61.6
2017,93308,Kern,All Ages,331,60.9
2017,93309,Kern,All Ages,394,64.9
2017,93311,Kern,All Ages,172,35.1
2017,93312,Kern,All Ages,149,25.5
2017,93313,Kern,All Ages,229,42.7
2017,93314,Kern,All Ages,43,14.1
2017,93401,San Luis Obispo,All Ages,70,27.4
2017,93402,San Luis Obispo,All Ages,43,34.1
2017,93405,San Luis Obispo,All Ages,46,21.6
2017,93420,San Luis Obispo,All Ages,92,36.5
2017,93422,San Luis Obispo,All Ages,91,29.2
2017,93427,Santa Barbara,All Ages,18,31.3
2017,93433,San Luis Obispo,All Ages,49,39
2017,93434,Santa Barbara,All Ages,43,48.3
2017,93436,Santa Barbara,All Ages,213,36.5
2017,93442,San Luis Obispo,All Ages,26,28.5
2017,93444,San Luis Obispo,All Ages,48,26.3
2017,93445,San Luis Obispo,All Ages,34,48.9
2017,93446,San Luis Obispo,All Ages,149,34.5
2017,93451,San Luis Obispo,All Ages,19,44.4
2017,93454,Santa Barbara,All Ages,225,57.5
2017,93455,Santa Barbara,All Ages,115,28.3
2017,93458,Santa Barbara,All Ages,248,36.5
2017,93460,Santa Barbara,All Ages,20,33.9
2017,93461,San Luis Obispo,All Ages,12,64.1
2017,93463,Santa Barbara,All Ages,24,32.7
2017,93465,San Luis Obispo,All Ages,34,34.2
2017,93501,Kern,All Ages,46,79.4
2017,93505,Kern,All Ages,92,66.1
2017,93510,Los Angeles,All Ages,29,50.1
2017,93514,Inyo,All Ages,80,68.3
2017,93527,Kern,All Ages,17,107.8
2017,93534,Los Angeles,All Ages,555,134.4
2017,93535,Los Angeles,All Ages,1058,134.2
2017,93536,Los Angeles,All Ages,355,49.5
2017,93543,Los Angeles,All Ages,109,83.8
2017,93546,Mono,All Ages,35,36.1
2017,93550,Los Angeles,All Ages,797,95.9
2017,93551,Los Angeles,All Ages,204,39.5
2017,93552,Los Angeles,All Ages,269,62.9
2017,93555,Kern,All Ages,179,58.2
2017,93560,Kern,All Ages,93,47.6
2017,93561,Kern,All Ages,126,38.3
2017,93591,Los Angeles,All Ages,81,110.7
2017,93602,Fresno,All Ages,13,61
2017,93609,Fresno,All Ages,52,85.7
2017,93610,Madera,All Ages,121,54.6
2017,93611,Fresno,All Ages,151,34.6
2017,93612,Fresno,All Ages,314,87.7
2017,93614,Madera,All Ages,33,34.7
2017,93615,Tulare,All Ages,25,38.6
2017,93616,Fresno,All Ages,40,160.3
2017,93618,Tulare,All Ages,177,52.9
2017,93619,Fresno,All Ages,101,27.3
2017,93620,Merced,All Ages,100,89.5
2017,93622,Fresno,All Ages,79,70.2
2017,93625,Fresno,All Ages,56,69.2
2017,93630,Fresno,All Ages,101,41
2017,93631,Fresno,All Ages,110,64.8
2017,93635,Merced,All Ages,459,108.4
2017,93636,Madera,All Ages,50,47.3
2017,93637,Madera,All Ages,294,72.4
2017,93638,Madera,All Ages,427,72.3
2017,93640,Fresno,All Ages,95,64.1
2017,93644,Madera,All Ages,31,53.3
2017,93646,Fresno,All Ages,72,59.9
2017,93647,Tulare,All Ages,53,37.9
2017,93648,Fresno,All Ages,234,128
2017,93650,Fresno,All Ages,47,132.2
2017,93654,Fresno,All Ages,181,55.9
2017,93656,Fresno,All Ages,53,71.1
2017,93657,Fresno,All Ages,235,59.1
2017,93660,Fresno,All Ages,21,38.3
2017,93662,Fresno,All Ages,355,109.4
2017,93675,Fresno,All Ages,19,55.6
2017,93701,Fresno,All Ages,223,169.9
2017,93702,Fresno,All Ages,577,101.6
2017,93703,Fresno,All Ages,398,108.6
2017,93704,Fresno,All Ages,208,82.7
2017,93705,Fresno,All Ages,478,115.5
2017,93706,Fresno,All Ages,487,105.1
2017,93710,Fresno,All Ages,212,78.7
2017,93711,Fresno,All Ages,177,57.9
2017,93720,Fresno,All Ages,166,37.8
2017,93721,Fresno,All Ages,51,80.7
2017,93722,Fresno,All Ages,730,83.9
2017,93723,Fresno,All Ages,62,54.6
2017,93725,Fresno,All Ages,256,85.2
2017,93726,Fresno,All Ages,460,109.2
2017,93727,Fresno,All Ages,580,69.9
2017,93728,Fresno,All Ages,151,93.8
2017,93730,Fresno,All Ages,25,20.6
2017,93901,Monterey,All Ages,197,75.8
2017,93905,Monterey,All Ages,381,53.9
2017,93906,Monterey,All Ages,339,53.7
2017,93907,Monterey,All Ages,93,43.5
2017,93908,Monterey,All Ages,19,14.9
2017,93923,Monterey,All Ages,34,48.1
2017,93926,Monterey,All Ages,39,40
2017,93927,Monterey,All Ages,84,38.2
2017,93930,Monterey,All Ages,60,36.6
2017,93933,Monterey,All Ages,121,50.6
2017,93940,Monterey,All Ages,94,32.1
2017,93950,Monterey,All Ages,34,25.1
2017,93955,Monterey,All Ages,180,49.9
2017,93960,Monterey,All Ages,81,30.1
2017,94002,San Mateo,All Ages,63,23.9
2017,94005,San Mateo,All Ages,12,29
2017,94010,San Mateo,All Ages,88,21.6
2017,94014,San Mateo,All Ages,216,45.5
2017,94015,San Mateo,All Ages,244,40.2
2017,94019,San Mateo,All Ages,54,27.5
2017,94022,Santa Clara,All Ages,13,5.8
2017,94024,Santa Clara,All Ages,16,6.5
2017,94025,San Mateo,All Ages,85,20.8
2017,94030,San Mateo,All Ages,52,25.8
2017,94038,San Mateo,All Ages,12,37.1
2017,94040,Santa Clara,All Ages,41,11.7
2017,94041,Santa Clara,All Ages,20,12.6
2017,94043,Santa Clara,All Ages,67,24.2
2017,94044,San Mateo,All Ages,147,40.9
2017,94061,San Mateo,All Ages,123,31.8
2017,94062,San Mateo,All Ages,36,12.3
2017,94063,San Mateo,All Ages,210,60.3
2017,94065,San Mateo,All Ages,12,12.1
2017,94066,San Mateo,All Ages,198,45.6
2017,94070,San Mateo,All Ages,69,23.6
2017,94080,San Mateo,All Ages,272,44.1
2017,94085,Santa Clara,All Ages,40,17.2
2017,94086,Santa Clara,All Ages,92,19.6
2017,94087,Santa Clara,All Ages,52,8.7
2017,94089,Santa Clara,All Ages,78,34.3
2017,94102,San Francisco,All Ages,260,81.3
2017,94103,San Francisco,All Ages,267,80.6
2017,94105,San Francisco,All Ages,24,85.3
2017,94107,San Francisco,All Ages,90,37.9
2017,94108,San Francisco,All Ages,19,13.6
2017,94109,San Francisco,All Ages,166,41.6
2017,94110,San Francisco,All Ages,363,57
2017,94111,San Francisco,All Ages,13,23.3
2017,94112,San Francisco,All Ages,346,46
2017,94114,San Francisco,All Ages,59,28.2
2017,94115,San Francisco,All Ages,126,44.9
2017,94116,San Francisco,All Ages,85,22.9
2017,94117,San Francisco,All Ages,119,40.3
2017,94118,San Francisco,All Ages,77,21.8
2017,94121,San Francisco,All Ages,102,28.1
2017,94122,San Francisco,All Ages,99,20.4
2017,94123,San Francisco,All Ages,32,19.7
2017,94124,San Francisco,All Ages,406,105
2017,94127,San Francisco,All Ages,54,30.4
2017,94130,San Francisco,All Ages,32,158
2017,94131,San Francisco,All Ages,59,24.6
2017,94132,San Francisco,All Ages,96,39.1
2017,94133,San Francisco,All Ages,52,27.2
2017,94134,San Francisco,All Ages,232,61.7
2017,94158,San Francisco,All Ages,24,45.5
2017,94303,Santa Clara,All Ages,241,48.6
2017,94306,Santa Clara,All Ages,54,19.7
2017,94401,San Mateo,All Ages,162,46.2
2017,94402,San Mateo,All Ages,69,30.8
2017,94403,San Mateo,All Ages,121,27.6
2017,94404,San Mateo,All Ages,55,17.2
2017,94501,Alameda,All Ages,295,49.2
2017,94502,Alameda,All Ages,32,24.8
2017,94503,Napa,All Ages,122,56.6
2017,94505,Contra Costa,All Ages,42,29.4
2017,94506,Contra Costa,All Ages,32,13
2017,94507,Contra Costa,All Ages,18,15.1
2017,94509,Contra Costa,All Ages,916,142.8
2017,94510,Solano,All Ages,121,46.9
2017,94511,Contra Costa,All Ages,15,112.3
2017,94513,Contra Costa,All Ages,347,52.8
2017,94515,Napa,All Ages,17,24.7
2017,94517,Contra Costa,All Ages,24,22.9
2017,94518,Contra Costa,All Ages,92,33.9
2017,94519,Contra Costa,All Ages,89,44.8
2017,94520,Contra Costa,All Ages,284,72.2
2017,94521,Contra Costa,All Ages,146,35.5
2017,94523,Contra Costa,All Ages,82,23.8
2017,94525,Contra Costa,All Ages,17,50
2017,94526,Contra Costa,All Ages,55,18.3
2017,94530,Contra Costa,All Ages,87,40.6
2017,94531,Contra Costa,All Ages,459,106
2017,94533,Solano,All Ages,891,120.3
2017,94534,Solano,All Ages,204,54.5
2017,94536,Alameda,All Ages,264,36.1
2017,94538,Alameda,All Ages,237,37.3
2017,94539,Alameda,All Ages,77,15.9
2017,94541,Alameda,All Ages,474,71.7
2017,94542,Alameda,All Ages,48,36.1
2017,94544,Alameda,All Ages,593,73.5
2017,94545,Alameda,All Ages,211,65.1
2017,94546,Alameda,All Ages,203,47
2017,94547,Contra Costa,All Ages,92,38.8
2017,94549,Contra Costa,All Ages,46,19.2
2017,94550,Alameda,All Ages,131,26.5
2017,94551,Alameda,All Ages,106,26.7
2017,94552,Alameda,All Ages,29,24.6
2017,94553,Contra Costa,All Ages,217,47.1
